hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,total_stay,room_mismatch
Resort Hotel,1,113,2016,April,18,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,79.2,0,2,Canceled,2016-04-16,Christine Watson,Watson.Christine@yandex.com,231-782-3731,************3534,3,False
Resort Hotel,1,113,2016,April,18,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,79.2,0,2,Canceled,2016-04-16,Gregory Odom,Gregory.O@mail.com,909-553-8641,************7465,3,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Ray Carney,Carney.Ray@mail.com,319-711-7306,************3341,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Harry Russell,HarryRussell49@xfinity.com,849-094-8204,************9695,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Jamie Schmidt,Jamie_Schmidt@aol.com,704-897-1384,************3807,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,David Berry,David_B@yahoo.com,844-145-5139,************9573,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Tanya Carter,Carter.Tanya@yandex.com,923-966-0511,************3459,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Troy Frey,Troy_F@xfinity.com,254-748-1005,************1732,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Melissa Ingram,Melissa.Ingram@protonmail.com,838-534-8160,************3852,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Mark Jones,Jones_Mark94@verizon.com,796-339-6829,************3756,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Mindy Brown,Mindy_Brown@zoho.com,548-407-1208,************4009,4,False
Resort Hotel,0,206,2016,April,18,28,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,0,Transient,39.33,0,1,Check-Out,2016-05-02,Timothy Reeves,TReeves@gmail.com,386-931-0689,************2455,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Edward Rodriguez,Edward_R@yahoo.com,178-391-3130,************1222,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Michael Jones,Jones.Michael@outlook.com,875-367-4254,************3858,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Donna Williams,DWilliams@hotmail.com,360-665-5584,************5514,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Zachary Castillo,Zachary_Castillo15@aol.com,728-837-7450,************4190,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Teresa Chambers DDS,Teresa_DDS@outlook.com,834-692-8287,************9861,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Robert Washington,Washington.Robert81@xfinity.com,752-106-9254,************8361,4,False
Resort Hotel,1,43,2016,April,18,28,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,67.75,0,0,Canceled,2016-04-09,Luke Blankenship,Blankenship.Luke@gmail.com,725-991-2161,************8038,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Katherine Sanchez,Katherine.Sanchez40@outlook.com,931-223-3787,************8445,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Benjamin Warner,Benjamin.Warner@yandex.com,862-110-5595,************2284,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Jacqueline Murray,Jacqueline_M@comcast.net,260-418-3582,************4290,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Ruben Burton,Ruben_Burton@att.com,685-665-6909,************9224,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Crystal Torres,Crystal_Torres67@protonmail.com,926-165-7236,************9651,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,James Clarke,James.C@gmail.com,391-898-9555,************7229,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Mr. Jonathan Bruce,Bruce.Mr.@verizon.com,518-095-3707,************2570,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Steven Hardy,Steven_Hardy@outlook.com,291-141-0297,************6080,4,False
Resort Hotel,1,168,2016,April,18,28,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,0,Transient,80.0,0,0,Canceled,2016-01-19,Alison Foster,Foster.Alison@att.com,946-129-4191,************8549,4,False
Resort Hotel,1,41,2016,April,18,29,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65.0,0,0,Canceled,2016-03-19,Andrew Sawyer,Andrew.Sawyer12@yandex.com,243-500-2028,************4967,1,False
Resort Hotel,1,14,2016,April,18,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65.0,0,0,Canceled,2016-04-27,Tina Jimenez,TinaJimenez33@yahoo.com,810-290-6876,************6312,1,False
Resort Hotel,1,1,2016,April,18,29,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,56.0,0,0,No-Show,2016-04-29,Tiffany Wilson,Wilson.Tiffany@xfinity.com,373-653-7235,************2978,1,True
Resort Hotel,1,0,2016,April,18,29,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,80.0,0,0,Canceled,2016-04-29,Wanda King,King_Wanda@yahoo.com,807-048-6119,************1382,2,True
Resort Hotel,1,1,2016,April,18,29,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85.0,0,1,No-Show,2016-04-29,Tony Jennings,Tony_J@protonmail.com,252-338-5337,************1166,2,False
Resort Hotel,1,7,2016,April,18,29,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,154,0,Transient,23.0,0,0,Canceled,2016-04-22,Rhonda Lamb,Rhonda.Lamb@comcast.net,504-727-0205,************7449,2,False
Resort Hotel,1,65,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,73.0,0,0,Canceled,2016-04-02,Diana Johnson,DianaJohnson@comcast.net,611-575-4441,************4755,2,False
Resort Hotel,1,13,2016,April,18,29,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,80.0,0,1,Canceled,2016-04-16,Angel Myers,AngelMyers92@gmail.com,834-770-3538,************6020,2,False
Resort Hotel,1,114,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,52.2,0,0,Canceled,2016-04-04,Megan Fernandez,Megan_F@yandex.com,419-155-4290,************2011,2,False
Resort Hotel,1,34,2016,April,18,29,0,2,2,2,0,FB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,173.0,0,0,Canceled,2016-04-15,Lisa Howard,LHoward71@mail.com,603-600-0016,************9357,2,False
Resort Hotel,1,25,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,76.67,0,0,Canceled,2016-04-08,Lindsey Howell,Howell_Lindsey@mail.com,896-609-3914,************9324,3,False
Resort Hotel,1,26,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,88.33,0,0,Canceled,2016-04-16,Anna Mitchell,Mitchell.Anna@outlook.com,599-663-6354,************3019,3,False
Resort Hotel,1,102,2016,April,18,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,113.0,0,1,Canceled,2016-01-19,Amanda Wilkerson,AmandaWilkerson@outlook.com,833-891-2036,************3167,3,False
Resort Hotel,1,50,2016,April,18,29,1,2,1,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,62.4,0,0,Canceled,2016-03-16,Pam Schultz,PamSchultz74@mail.com,389-609-3240,************9176,3,False
Resort Hotel,1,47,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,74.33,0,0,Canceled,2016-04-17,Aaron Ruiz,Aaron.Ruiz33@verizon.com,264-836-4486,************3016,3,False
Resort Hotel,1,199,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,46.98,0,1,Canceled,2016-03-26,Teresa Vaughan,Teresa.Vaughan75@yandex.com,490-308-7497,************5098,2,False
Resort Hotel,1,114,2016,April,18,29,1,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,123.0,0,0,Canceled,2016-01-13,Denise Jones,Jones.Denise62@hotmail.com,538-193-8173,************8680,3,False
Resort Hotel,1,101,2016,April,18,29,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,113.0,0,1,Canceled,2016-04-04,Cameron Alvarez,Cameron.Alvarez@hotmail.com,100-715-2895,************1673,3,False
Resort Hotel,1,31,2016,April,18,29,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,108.67,0,0,Canceled,2016-04-06,Alexis Hale,AlexisHale51@aol.com,304-225-6354,************9935,3,False
Resort Hotel,1,116,2016,April,18,29,1,2,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,120.33,0,2,Canceled,2016-03-29,Elizabeth Hicks,Elizabeth.H@hotmail.com,933-431-9706,************3611,3,False
Resort Hotel,1,29,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,82.67,0,0,Canceled,2016-04-17,Jacqueline Meyer,Jacqueline.M@yandex.com,246-272-1373,************1148,3,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Sarah Banks,Sarah.Banks@att.com,340-146-5191,************8081,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Kristy Mitchell,Kristy.M@protonmail.com,489-596-2401,************2657,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Kristin Smith,Kristin_Smith26@gmail.com,572-485-9427,************5837,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Mrs. Jessica Gonzalez,Mrs._G@yahoo.com,710-175-8547,************3022,4,False
Resort Hotel,1,52,2016,April,18,29,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,95.0,0,0,Canceled,2016-03-13,Samantha Anderson,Samantha_A@verizon.com,260-096-8522,************2890,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Lori Hickman,Hickman.Lori83@att.com,726-731-2888,************5092,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Benjamin Griffin,Benjamin_G@gmail.com,491-839-0431,************7091,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Trevor Hernandez,Hernandez_Trevor@comcast.net,756-323-9778,************9267,4,False
Resort Hotel,1,147,2016,April,18,29,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,65.7,0,1,Canceled,2016-04-28,Alisha Foster,Foster_Alisha25@mail.com,731-733-2522,************4356,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Anna Alvarez,AAlvarez@yahoo.com,620-825-8076,************2477,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Taylor Franklin,TaylorFranklin@gmail.com,846-056-4524,************3658,4,False
Resort Hotel,1,10,2016,April,18,29,2,2,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,117.0,0,0,Canceled,2016-04-28,Lori Smith,Smith.Lori@hotmail.com,518-512-5911,************4205,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Lauren Armstrong,Lauren.A21@verizon.com,864-527-1449,************1311,4,False
Resort Hotel,1,147,2016,April,18,29,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,65.7,0,0,Canceled,2016-04-28,David Cooper,David.C@verizon.com,104-062-2778,************6970,4,False
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,84.0,0,0,Canceled,2016-02-12,Debra Mckee,Debra.Mckee@protonmail.com,555-152-2129,************3826,4,False
Resort Hotel,1,101,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,95,0,0,Transient-Party,47.0,0,0,Canceled,2016-03-28,Casey Chan,CChan61@yandex.com,458-464-4218,************9273,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Nicole Aguilar,Nicole.Aguilar@hotmail.com,855-247-6049,************2569,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,39.0,0,0,Canceled,2016-04-13,Christopher Pierce,Christopher_Pierce@mail.com,412-161-0630,************1900,7,False
Resort Hotel,1,101,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,95,0,0,Transient-Party,47.0,0,0,Canceled,2016-03-28,Randy Medina,Randy_M@comcast.net,287-870-9496,************9046,7,False
Resort Hotel,1,37,2016,April,18,29,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,39.0,0,0,Canceled,2016-04-13,Bryan Savage,BryanSavage@mail.com,938-190-6365,************7580,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,Ashley Jones,Ashley.Jones@xfinity.com,556-215-4082,************6116,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-03-01,Carolyn Wilson,Wilson_Carolyn96@xfinity.com,678-664-5234,************7654,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Molly Ramos,Ramos_Molly@yandex.com,615-497-6844,************4608,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Rebekah Smith,Rebekah.S@yandex.com,853-187-5099,************4869,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,71,0,0,Transient,70.0,0,0,Canceled,2016-03-01,Taylor Levy,TaylorLevy@protonmail.com,893-335-8573,************6851,7,False
Resort Hotel,1,101,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,95,0,0,Transient-Party,47.0,0,0,Canceled,2016-03-28,Kelly Brown,Brown.Kelly@xfinity.com,568-391-4216,************9810,7,False
Resort Hotel,1,101,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,95,0,0,Transient-Party,47.0,0,0,Canceled,2016-03-28,Robert Lopez,Lopez_Robert@outlook.com,929-262-6309,************1449,7,False
Resort Hotel,1,101,2016,April,18,29,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,95,0,0,Transient-Party,60.0,0,0,Canceled,2016-03-28,Randall Myers,Randall_M@comcast.net,568-316-9296,************2882,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Christine Butler,Butler_Christine@verizon.com,977-070-2103,************6526,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Rebecca Martin,RebeccaMartin@xfinity.com,726-160-8265,************2399,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Frank Harvey,FrankHarvey37@yahoo.com,647-070-2951,************7493,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,Linda Taylor,Linda_T@gmail.com,692-288-4126,************6986,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,Richard Henson,RichardHenson@yandex.com,741-260-7998,************3769,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,Jessica Ortiz,JOrtiz90@comcast.net,501-093-2511,************4378,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,John Brandt,JBrandt11@verizon.com,389-326-9808,************3937,7,False
Resort Hotel,1,37,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-04-13,Richard Jenkins,Richard_J@comcast.net,294-868-7587,************6163,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,0,Transient,46.0,0,0,Canceled,2016-03-01,Joseph Wood,Joseph.Wood18@gmail.com,624-302-0117,************4991,7,False
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,0,Transient,58.0,0,0,Canceled,2016-03-01,Dawn Fuller,Fuller_Dawn@gmail.com,848-462-4387,************3327,7,False
Resort Hotel,1,76,2016,April,18,29,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,88.0,0,1,Canceled,2016-04-09,Sean Estrada,Sean_E@att.com,670-122-7888,************6024,8,False
Resort Hotel,1,78,2016,April,18,29,2,7,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,95,0,0,Transient-Party,40.0,0,0,Canceled,2016-04-15,Amanda Adkins,AAdkins@protonmail.com,671-195-6975,************3593,9,False
Resort Hotel,1,157,2016,April,18,29,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,52.2,0,2,Canceled,2016-01-05,Leslie Mcdaniel,LMcdaniel88@hotmail.com,958-530-3974,************4081,14,False
Resort Hotel,1,157,2016,April,18,29,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,79.2,0,2,Canceled,2016-01-05,Lisa Mcintosh,Mcintosh_Lisa@mail.com,532-934-8278,************6600,14,False
Resort Hotel,1,157,2016,April,18,29,4,10,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,44.1,0,2,Canceled,2016-01-05,Gary Torres,Gary.Torres@aol.com,955-054-7218,************2296,14,False
Resort Hotel,1,0,2016,April,18,30,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,80.0,0,0,Canceled,2016-04-30,Dana Carr,Carr.Dana94@yandex.com,591-009-6036,************6646,1,False
Resort Hotel,1,14,2016,April,18,30,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,80.0,0,0,Canceled,2016-04-17,Christopher Olson,Christopher.Olson@outlook.com,851-239-2711,************7755,1,False
Resort Hotel,1,3,2016,April,18,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,0,Transient,85.0,0,1,Canceled,2016-04-30,Brandi Kramer,Brandi_K@verizon.com,160-173-8230,************8092,1,True
Resort Hotel,1,19,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,75.0,0,1,Canceled,2016-04-27,Jennifer Wilson,Jennifer.W35@aol.com,414-225-6463,************1411,1,False
Resort Hotel,1,0,2016,April,18,30,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,80.0,0,0,Canceled,2016-04-30,Rebecca Hunter,Rebecca_H@mail.com,224-194-2670,************8574,1,False
Resort Hotel,1,32,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,0,0,Transient,82.5,0,1,Canceled,2016-04-26,Anthony Holloway,AHolloway@gmail.com,885-347-0676,************6544,1,False
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,Susan Riley,Susan.R30@zoho.com,238-469-4431,************4624,2,True
Resort Hotel,1,39,2016,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,86.0,0,0,Canceled,2016-03-30,Jessica Vaughn,JessicaVaughn@gmail.com,280-199-8668,************5309,2,False
Resort Hotel,1,19,2016,April,18,30,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,127.0,0,0,Canceled,2016-04-18,Felicia Stanley DDS,Felicia.D@zoho.com,337-505-6558,************2043,2,False
Resort Hotel,1,31,2016,April,18,30,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,86.0,0,0,Canceled,2016-03-30,Cody Osborne,Cody.O28@yahoo.com,861-230-3396,************3268,2,False
